,text,sentiment,labels
444,a big thanks to ^mn and ^kn or patiently clarifying the united domestic world to me.,positive,1
445,"thank you so much, that helps a ton. whoever is on this twitter acct today deserves a handshake and a hot chocolate flight.",positive,1
446,can't wait!!! 787!!!,positive,1
447,love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,positive,1
448,thnx!,positive,1
449,"aw, thanks for the kind words. totally makes these extra 6 hours sitting in an airport soooo much better.",positive,1
450,"as u might imagine, this former pilot was particularly touched by the gesture. please let the fo know",positive,1
451,just sent - thank you!,positive,1
452,good fly!!,positive,1
453,"thanks, i made it.",positive,1
454,thanks! just dmed hn.,positive,1
455,enjoyed  lounge so much i almost missed my  flight!,positive,1
456,"hi, flight 1051. if i try and book a new one way,  flight departure shows up as 3:55pm which seems accurate.",positive,1
457,please send me the link/email to formally compliment irene in slc on some of the best customer service ever.,positive,1
458,thnx ^lo :-),positive,1
459,in spite of flight delay great customer service provided by janet and baggage employee karen. you have 2 wonderful employees united.,positive,1
460,always makes our cross country flights rad.  here's baby flier charlotte!,positive,1
461,to  on my way to   👠🇬🇧👠🇬🇧👠🇬🇧,positive,1
462,-huge kudos to the fo of sunday's flt  sjo-iad. handed my daughter her first pair of wings! keeping traditions alive.,positive,1
463,awesome new plane flight 1701,positive,1
464,"flt 912. capt herman is amazing! came out before flight to play \""ask the captain anything.\"" wonderful ambassador to the airline!!",positive,1
465,thank you for a wonderful global first class flight on your 777 to fra. great service. (cont),positive,1
466,"thank you united! “  that's a beautiful place to stay a day longer. have you been re-booked? if not, let me know. ^mn”",positive,1
467,alright thank you. much appreciated.,positive,1
468,"thanks yup i'm all set.  it happens.   slc ground staff were prompt,  helpful and courteous.",positive,1
469,thank you so much. how will you be able to contact me?,positive,1
470,maybe on my return trip 👍,positive,1
471,"i got it at the gate, thanks for checking!",positive,1
472,i especially like how you upgraded three of your crew members to first class instead of passengers.,positive,1
473,"please do! she went above and beyond what she had to do, she made us her number one priority!",positive,1
474,you guys are awesome! thanks!,positive,1
475,thnx,positive,1
476,anna palm springs gate 19  deserves a medal! handled 30 ppl missing flights like a pro!,positive,1
477,great customer service again. thanks!,positive,1
478,"thanks, that would be awesome.",positive,1
479,nawww. united is my fave airline.,positive,1
480,“  we hope to see you on board soon and thanks for the tweet. ^ey” 👏👏,positive,1
481,"thanks, keep up the good work",positive,1
482,4 reflight booking problemss in last 2 days and each time united wait time was <5 seconds! kudos to you for excellent customer service!,positive,1
483,sent you my confirmation via dm. thank you very much,positive,1
484,that would be great - 1k us651621,positive,1
485,just got my lost kindle in the mail! thanks again.,positive,1
486,leaving soon. thanks!,positive,1
487,"had wonderful, on time flights from ogg to msn lost rx eyeglasses (thick) in the admiral club in chicago this morning. found?",positive,1
488,"got it right with the safety demonstration! corporate but funny, reserved but not corny  as a…",positive,1
489,thanks for the reply. i have been in contact with customer care to get clarification on this issue.,positive,1
490,thanks for the help. wish the phone reps could be so accomidating,positive,1
491,"i'll stick with my united flight. thanks, though. effort is much appreciated.",positive,1
492,"fair enough. i don't usually rant, but it's good to know someone's listening. :)",positive,1
493,thank you for the delta transfer. will my bags go too?,positive,1
494,“  happy to have had you on board. please share details here:  ^kp” done!,positive,1
495,we were able to get on the moon flight! just got to our hotel in puerto rico! thank you!,positive,1
496,great! appreciate it😊,positive,1
497,"i was well taken care of, thanks. i've already been sent a survey request & i'll share my positive experience (despite delay)",positive,1
498,thanks! everything a-ok now.,positive,1
499,dm sent. thanks so much for the strong customer service!!,positive,1
500,ok thanks. i sent you a dm too. you can disregard that.,positive,1
501,so excited i was put on an earlier flight to get home! woo hoo!  🎉🎉🎉,positive,1
502,perfect! thank you!,positive,1
503,has the best pilots ever thank you guys for the great trip,positive,1
504,i will thank you!,positive,1
505,thanks for making sure they hear the message!,positive,1
506,my home for the next 8.5 hrs. 777 gfc! :),positive,1
507,thank you.,positive,1
508,"i have to admit that not only the app is good but have lots of useful func (such the \""live\"" seat map). congrats",positive,1
509,kind of cool to run into your boss man at sfo.,positive,1
510,got a call. bag is to be delivered tonight. thanks for your reply!!,positive,1
511,global first class lounge ord menu. yummy!,positive,1
512,pleasantly surprised with quality of service and flight.flew lga-cle-den. friendly crew. love the concept of,positive,1
513,thank you. i will address it with them,positive,1
514,so sorry. i ended up on us air flight. thank you though for getting back to me:),positive,1
515,great way to start my vacation with an on time departure! looking forward to my global first class suite!,positive,1
516,thank you for responding so promptly! i look forward to the 240 kms drive to the office to file a claim.,positive,1
517,that would be great,positive,1
518,you're welcome.,positive,1
519,flt 1583 ewr to sfo excellent service. friendly flight attendants. made the 6am flight a very good start to the day.,positive,1
520,yes ! :d (y) from  on instagram :),positive,1
521,joni did a great job on flight 5653 to lax. thanks for a great flight.,positive,1
522,so far so good. just stepped down in denver. next stop portland!,positive,1
523,on-call to in-flight! glad to have been of service!,positive,1
524,flight attendant regains karma by giving big sweaty dad cold water. guy was running & carrying his daughter.  last one onboard.,positive,1
525,i just want shout out a thank the pilots and staff on the feb 13 flight from newark to boston at 4:40pm.  they were super helpful!,positive,1
526,keep the flights cheap and early/on time and you are good. flew   and cancelled flightled my flight 4 times last month. united&gt;,positive,1
527,message sent. thank you!,positive,1
528,followed and messaged. thanks so much for the help.,positive,1
529,thanks jt,positive,1
530,thank you! off to la to do something very special.,positive,1
531,thank you!! 😊,positive,1
532,thanks for the quick reply! i just fill in the form,positive,1
533,that's fine. i'll take them.,positive,1
534,thank you! my second flight i already got bumped up to 1st! love it!,positive,1
535,"all goods, i'll call tomorrow, thanks.",positive,1
